OG0000000	sp|C0HL66|H33A_DROME Histone H3.3A OS=Drosophila melanogaster OX=7227 GN=His3.3A PE=1 SV=1
OG0026608	sp|Q5EA46|CREL1_BOVIN Cysteine-rich with EGF-like domain protein 1 OS=Bos taurus OX=9913 GN=CRELD1 PE=2 SV=1
OG0026617	sp|Q96RW7|HMCN1_HUMAN Hemicentin-1 OS=Homo sapiens OX=9606 GN=HMCN1 PE=1 SV=2
OG0026644	sp|Q8NHU2|CFA61_HUMAN Cilia- and flagella-associated protein 61 OS=Homo sapiens OX=9606 GN=CFAP61 PE=2 SV=3
OG0026653	sp|Q8NDG6|TDRD9_HUMAN ATP-dependent RNA helicase TDRD9 OS=Homo sapiens OX=9606 GN=TDRD9 PE=2 SV=3
OG0026669	sp|Q8IX30|SCUB3_HUMAN Signal peptide CUB and EGF-like domain-containing protein 3 OS=Homo sapiens OX=9606 GN=SCUBE3 PE=1 SV=1
OG0026675	sp|Q9HE04|RHO5_SCHPO GTP-binding protein rho5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rho5 PE=3 SV=1
OG0026706	sp|P25776|ORYA_ORYSJ Oryzain alpha chain OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0650000 PE=1 SV=2
OG0026709	sp|Q6BSZ4|PACC_DEBHA pH-response transcription factor pacC/RIM101 OS=Debaryomyces hansenii (strain ATCC 36239 / IGC 2968) OX=284592 GN=RIM101 PE=3 SV=2
OG0026714	sp|Q95SX7|RTBS_DROME Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster OX=7227 GN=RTase PE=2 SV=1
OG0026722	sp|P00765|TRYP_ASTAS Trypsin-1 OS=Astacus astacus OX=6715 PE=1 SV=1
OG0026777	sp|P47033|PRY3_YEAST Cell wall protein PRY3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRY3 PE=1 SV=1
OG0026797	sp|P21329|RTJK_DROFU RNA-directed DNA polymerase from mobile element jockey OS=Drosophila funebris OX=7221 GN=jockey\pol PE=1 SV=1
OG0026804	sp|Q6DJR8|GLT11_XENTR Polypeptide N-acetylgalactosaminyltransferase 11 OS=Xenopus tropicalis OX=8364 GN=galnt11 PE=1 SV=2
OG0026818	sp|Q9W0Y8|SCN60_DROME Sodium channel protein 60E OS=Drosophila melanogaster OX=7227 GN=NaCP60E PE=2 SV=6
OG0026839	sp|P19096|FAS_MOUSE Fatty acid synthase OS=Mus musculus OX=10090 GN=Fasn PE=1 SV=2
OG0026848	sp|B3EWY9|MLP_ACRMI Mucin-like protein (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1
OG0026883	sp|Q4V8T0|MIOX_DANRE Inositol oxygenase OS=Danio rerio OX=7955 GN=miox PE=2 SV=1
OG0026900	sp|D3YXG0|HMCN1_MOUSE Hemicentin-1 OS=Mus musculus OX=10090 GN=Hmcn1 PE=1 SV=1
OG0026901	sp|P41596|DOPR1_DROME Dopamine receptor 1 OS=Drosophila melanogaster OX=7227 GN=Dop1R1 PE=2 SV=2
OG0026911	sp|Q5RDR6|TRIQK_PONAB Triple QxxK/R motif-containing protein OS=Pongo abelii OX=9601 GN=TRIQK PE=3 SV=1
OG0026931	sp|Q9R0S2|MMP24_MOUSE Matrix metalloproteinase-24 OS=Mus musculus OX=10090 GN=Mmp24 PE=1 SV=2
OG0026964	sp|O01761|UNC89_CAEEL Muscle M-line assembly protein unc-89 OS=Caenorhabditis elegans OX=6239 GN=unc-89 PE=1 SV=3
OG0026968	sp|Q6IMG9|TEPP_RAT Testis prostate and placenta-expressed protein OS=Rattus norvegicus OX=10116 GN=Tepp PE=2 SV=1
OG0026994	sp|Q9HCF6|TRPM3_HUMAN Transient receptor potential cation channel subfamily M member 3 OS=Homo sapiens OX=9606 GN=TRPM3 PE=2 SV=4
OG0027009	sp|F4ISQ7|TOP3B_ARATH DNA topoisomerase 3-beta OS=Arabidopsis thaliana OX=3702 GN=At2g32000 PE=2 SV=1
OG0027028	sp|Q9UGM3|DMBT1_HUMAN Deleted in malignant brain tumors 1 protein OS=Homo sapiens OX=9606 GN=DMBT1 PE=1 SV=2
OG0027057	sp|Q9BXU9|CABP8_HUMAN Calcium-binding protein 8 OS=Homo sapiens OX=9606 GN=CALN1 PE=2 SV=1
OG0027080	sp|P36110|PRY2_YEAST Protein PRY2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRY2 PE=1 SV=1
OG0027083	sp|Q56310|CHEA_THEMA Chemotaxis protein CheA OS=Thermotoga maritima (strain ATCC 43589 / JCM 10099) OX=243274 GN=cheA PE=1 SV=2
OG0027089	sp|Q05AW7|CTU1_XENLA Cytoplasmic tRNA 2-thiolation protein 1 OS=Xenopus laevis OX=8355 GN=ctu1 PE=2 SV=1
OG0027121	sp|P24032|MLRN_CHICK Myosin regulatory light chain 2 smooth muscle minor isoform OS=Gallus gallus OX=9031 PE=2 SV=2
OG0027154	sp|O88204|LRP3_RAT Low-density lipoprotein receptor-related protein 3 OS=Rattus norvegicus OX=10116 GN=Lrp3 PE=1 SV=1
OG0027180	sp|Q90YX1|RLA0_ICTPU 60S acidic ribosomal protein P0 OS=Ictalurus punctatus OX=7998 GN=rplp0 PE=2 SV=1
OG0027184	sp|Q2PC93|SSPO_CHICK SCO-spondin OS=Gallus gallus OX=9031 GN=SSPO PE=2 SV=1
OG0027186	sp|Q7KWM5|ALG2_DICDI Alpha-13/16-mannosyltransferase ALG2 OS=Dictyostelium discoideum OX=44689 GN=alg2 PE=3 SV=1
OG0027197	sp|O04438|SRP09_MAIZE Signal recognition particle 9 kDa protein OS=Zea mays OX=4577 GN=SRP9 PE=3 SV=1
OG0027261	sp|Q9JLT0|MYH10_RAT Myosin-10 OS=Rattus norvegicus OX=10116 GN=Myh10 PE=1 SV=1
OG0027276	sp|P62194|PRS8_BOVIN 26S proteasome regulatory subunit 8 OS=Bos taurus OX=9913 GN=PSMC5 PE=2 SV=1
OG0027289	sp|Q95YJ5|TXND3_CIOIN Thioredoxin domain-containing protein 3 homolog OS=Ciona intestinalis OX=7719 GN=CiIC3 PE=2 SV=1
OG0027299	sp|Q8VWG7|TDX_ARATH TPR repeat-containing thioredoxin TDX OS=Arabidopsis thaliana OX=3702 GN=TDX PE=1 SV=1
OG0027344	sp|Q2PC93|SSPO_CHICK SCO-spondin OS=Gallus gallus OX=9031 GN=SSPO PE=2 SV=1
OG0027359	sp|B3EWZ3|CADN_ACRMI Coadhesin (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1
OG0027361	sp|B3EWZ3|CADN_ACRMI Coadhesin (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1
OG0027368	sp|B3EWZ3|CADN_ACRMI Coadhesin (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1
OG0027374	sp|Q92673|SORL_HUMAN Sortilin-related receptor OS=Homo sapiens OX=9606 GN=SORL1 PE=1 SV=2
OG0027407	sp|Q9BGI2|PRDX4_BOVIN Peroxiredoxin-4 OS=Bos taurus OX=9913 GN=PRDX4 PE=2 SV=1
OG0027416	sp|O17087|GLD2_CAEEL Poly(A) RNA polymerase gld-2 OS=Caenorhabditis elegans OX=6239 GN=gld-2 PE=1 SV=2
OG0027446	sp|P06867|PLMN_PIG Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
OG0027473	sp|P16425|Y2R2_DROME Putative 115 kDa protein in type-1 retrotransposable element R1DM OS=Drosophila melanogaster OX=7227 GN=R1A1-element\ORF2 PE=4 SV=1
OG0027507	sp|Q8DP63|PGDA_STRR6 Peptidoglycan-N-acetylglucosamine deacetylase OS=Streptococcus pneumoniae (strain ATCC BAA-255 / R6) OX=171101 GN=pgdA PE=1 SV=1
OG0027515	sp|P51688|SPHM_HUMAN N-sulphoglucosamine sulphohydrolase OS=Homo sapiens OX=9606 GN=SGSH PE=1 SV=1
OG0027518	sp|Q9LI83|ALA10_ARATH Phospholipid-transporting ATPase 10 OS=Arabidopsis thaliana OX=3702 GN=ALA10 PE=3 SV=1
OG0027521	sp|P34661|UFM1_CAEEL Ubiquitin-fold modifier 1 OS=Caenorhabditis elegans OX=6239 GN=ufm-1 PE=1 SV=1
OG0027525	sp|O75369|FLNB_HUMAN Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=2
OG0027570	sp|Q9FPJ8|RB45A_ARATH Polyadenylate-binding protein RBP45A OS=Arabidopsis thaliana OX=3702 GN=RBP45A PE=2 SV=1
OG0027582	sp|Q9UKK3|PARP4_HUMAN Poly
OG0027598	sp|B7WN72|SHANK_CAEEL Protein shank OS=Caenorhabditis elegans OX=6239 GN=shn-1 PE=1 SV=1
OG0027610	sp|Q53217|Y4VI_SINFN Uncharacterized short-chain type dehydrogenase/reductase y4vI OS=Sinorhizobium fredii (strain NBRC 101917 / NGR234) OX=394 GN=NGR_a01150 PE=3 SV=2
OG0027613	sp|Q55E26|GXCB_DICDI Rac guanine nucleotide exchange factor B OS=Dictyostelium discoideum OX=44689 GN=gxcB PE=2 SV=1
OG0027618	sp|Q9W0T1|NU301_DROME Nucleosome-remodeling factor subunit NURF301 OS=Drosophila melanogaster OX=7227 GN=E(bx) PE=1 SV=2
OG0027624	sp|Q9C7A2|ITN1_ARATH Ankyrin repeat-containing protein ITN1 OS=Arabidopsis thaliana OX=3702 GN=ITN1 PE=1 SV=1
OG0027625	sp|Q13585|MTR1L_HUMAN Melatonin-related receptor OS=Homo sapiens OX=9606 GN=GPR50 PE=1 SV=3
OG0027630	sp|P15586|GNS_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=3
OG0027715	sp|O75362|ZN217_HUMAN Zinc finger protein 217 OS=Homo sapiens OX=9606 GN=ZNF217 PE=1 SV=1
OG0027718	sp|P24032|MLRN_CHICK Myosin regulatory light chain 2 smooth muscle minor isoform OS=Gallus gallus OX=9031 PE=2 SV=2
OG0027727	sp|P06868|PLMN_BOVIN Plasminogen OS=Bos taurus OX=9913 GN=PLG PE=1 SV=2
OG0027731	sp|B3EWZ8|ECT_ACRMI Ectin (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1
OG0027732	sp|Q9IBG7|KCP_XENLA Kielin/chordin-like protein OS=Xenopus laevis OX=8355 GN=kcp PE=2 SV=1
OG0027733	sp|P10978|POLX_TOBAC Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum OX=4097 PE=2 SV=1
OG0027735	sp|O67327|CSP_AQUAE Cold shock-like protein OS=Aquifex aeolicus (strain VF5) OX=224324 GN=csp PE=3 SV=1
OG0027736	sp|P28166|ZFH1_DROME Zinc finger protein 1 OS=Drosophila melanogaster OX=7227 GN=zfh1 PE=1 SV=2
OG0027741	sp|Q12145|YP013_YEAST Zinc finger protein YPR013C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPR013C PE=1 SV=1
OG0027745	sp|Q95SX7|RTBS_DROME Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster OX=7227 GN=RTase PE=2 SV=1
OG0027757	sp|P18425|SCR20_NOTSL S-crystallin SL20-1 OS=Nototodarus sloanii OX=215440 PE=2 SV=1
OG0027770	sp|O34718|IOLT_BACSU Major myo-inositol transporter IolT OS=Bacillus subtilis (strain 168) OX=224308 GN=iolT PE=2 SV=1
OG0027779	sp|O43315|AQP9_HUMAN Aquaporin-9 OS=Homo sapiens OX=9606 GN=AQP9 PE=2 SV=2
OG0027871	sp|Q21339|NAD3_CAEEL Sodium-dependent high-affinity dicarboxylate transporter 3 OS=Caenorhabditis elegans OX=6239 GN=nac-3 PE=2 SV=3
OG0027887	sp|Q8K4G1|LTBP4_MOUSE Latent-transforming growth factor beta-binding protein 4 OS=Mus musculus OX=10090 GN=Ltbp4 PE=1 SV=2
OG0028013	sp|Q86GF7|CRUST_PANBO Crustapain OS=Pandalus borealis OX=6703 GN=Cys PE=1 SV=1
OG0028018	sp|C5IAW9|UN5BB_XENLA Netrin receptor UNC5B-b OS=Xenopus laevis OX=8355 GN=unc5b-b PE=1 SV=1
OG0028034	sp|P82976|GBX1_MOUSE Homeobox protein GBX-1 OS=Mus musculus OX=10090 GN=Gbx1 PE=2 SV=2
OG0028043	sp|O75581|LRP6_HUMAN Low-density lipoprotein receptor-related protein 6 OS=Homo sapiens OX=9606 GN=LRP6 PE=1 SV=2
OG0028059	sp|Q99JW2|ACY1_MOUSE Aminoacylase-1 OS=Mus musculus OX=10090 GN=Acy1 PE=1 SV=1
OG0028061	sp|P00786|CATH_RAT Pro-cathepsin H OS=Rattus norvegicus OX=10116 GN=Ctsh PE=1 SV=1
OG0028072	sp|P25066|P43_XENBO P43 5S RNA-binding protein OS=Xenopus borealis OX=8354 PE=2 SV=1
OG0028118	sp|F8RP11|HSOP_WHEAT Hsp70-Hsp90 organizing protein OS=Triticum aestivum OX=4565 GN=HOP PE=1 SV=1
OG0028122	sp|Q9Y1C1|EMAP_LYTVA 77 kDa echinoderm microtubule-associated protein (Fragment) OS=Lytechinus variegatus OX=7654 GN=EMAP PE=2 SV=1
OG0028132	sp|Q9NU22|MDN1_HUMAN Midasin OS=Homo sapiens OX=9606 GN=MDN1 PE=1 SV=2
OG0028177	sp|Q5ZJF4|PRDX6_CHICK Peroxiredoxin-6 OS=Gallus gallus OX=9031 GN=PRDX6 PE=2 SV=3
OG0028198	sp|B3EWZ3|CADN_ACRMI Coadhesin (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1
OG0028207	sp|Q9LM02|SMT1_ARATH Cycloartenol-C-24-methyltransferase OS=Arabidopsis thaliana OX=3702 GN=SMT1 PE=1 SV=1
OG0028208	sp|Q9NBX4|RTXE_DROME Probable RNA-directed DNA polymerase from transposon X-element OS=Drosophila melanogaster OX=7227 GN=X-element\ORF2 PE=3 SV=1
OG0028234	sp|P40936|INMT_MOUSE Indolethylamine N-methyltransferase OS=Mus musculus OX=10090 GN=Inmt PE=1 SV=1
OG0028243	sp|Q99M87|DNJA3_MOUSE DnaJ homolog subfamily A member 3 mitochondrial OS=Mus musculus OX=10090 GN=Dnaja3 PE=1 SV=1
OG0028248	sp|P57721|PCBP3_HUMAN Poly(rC)-binding protein 3 OS=Homo sapiens OX=9606 GN=PCBP3 PE=2 SV=2
OG0028267	sp|P76046|YCJX_ECOLI Uncharacterized protein YcjX OS=Escherichia coli (strain K12) OX=83333 GN=ycjX PE=1 SV=1
OG0028271	sp|Q7SIB2|CO4A1_BOVIN Collagen alpha-1(IV) chain OS=Bos taurus OX=9913 GN=COL4A1 PE=1 SV=2
OG0028272	sp|A6LPI8|MURC_CLOB8 UDP-N-acetylmuramate--L-alanine ligase OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) OX=290402 GN=murC PE=3 SV=1
OG0028281	sp|Q99J36|THUM1_MOUSE THUMP domain-containing protein 1 OS=Mus musculus OX=10090 GN=Thumpd1 PE=1 SV=1
OG0028288	sp|Q7Z7M9|GALT5_HUMAN Polypeptide N-acetylgalactosaminyltransferase 5 OS=Homo sapiens OX=9606 GN=GALNT5 PE=1 SV=1
OG0028306	sp|Q00438|PTBP1_RAT Polypyrimidine tract-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Ptbp1 PE=1 SV=1
OG0028330	sp|P86733|KCP_HALAI BPTI/Kunitz domain-containing protein (Fragment) OS=Haliotis asinina OX=109174 PE=1 SV=1
OG0028344	sp|Q8IWG1|WDR63_HUMAN WD repeat-containing protein 63 OS=Homo sapiens OX=9606 GN=WDR63 PE=2 SV=1
OG0028345	sp|Q9UUY8|NDK_NEUCR Nucleoside diphosphate kinase OS=Neurospora crassa (strain ATCC 24698 / FGSC 987) OX=367110 GN=ndk-1 PE=2 SV=2
OG0028350	sp|Q95SX7|RTBS_DROME Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster OX=7227 GN=RTase PE=2 SV=1
OG0028388	sp|P83443|MDO1_ANAMC Macrodontain-1 OS=Ananas macrodontes OX=203992 PE=1 SV=1
OG0028431	sp|Q9NQI0|DDX4_HUMAN Probable ATP-dependent RNA helicase DDX4 OS=Homo sapiens OX=9606 GN=DDX4 PE=1 SV=2
OG0028432	sp|O16110|VATL_AEDAE V-type proton ATPase 16 kDa proteolipid subunit OS=Aedes aegypti OX=7159 GN=AAEL000291 PE=2 SV=1
OG0028438	sp|Q95028|LDH_DROME L-lactate dehydrogenase OS=Drosophila melanogaster OX=7227 GN=ImpL3 PE=2 SV=1
OG0028454	sp|Q9XYN1|INX2_SCHAM Innexin inx2 OS=Schistocerca americana OX=7009 GN=inx2 PE=1 SV=1
OG0028473	sp|A1A5Y0|NELL2_DANRE Protein kinase C-binding protein NELL2 OS=Danio rerio OX=7955 GN=nell2 PE=2 SV=1
OG0028478	sp|Q601L2|RL2_MYCH2 50S ribosomal protein L2 OS=Mycoplasma hyopneumoniae (strain 232) OX=295358 GN=rplB PE=3 SV=1
OG0028512	sp|Q6DEL2|CLPT1_DANRE Cleft lip and palate transmembrane protein 1 homolog OS=Danio rerio OX=7955 GN=clptm1 PE=2 SV=1
OG0028537	sp|D3YXG0|HMCN1_MOUSE Hemicentin-1 OS=Mus musculus OX=10090 GN=Hmcn1 PE=1 SV=1
OG0028593	sp|O84250|PHSG_CHLTR Glycogen phosphorylase OS=Chlamydia trachomatis (strain D/UW-3/Cx) OX=272561 GN=glgP PE=3 SV=1
OG0028607	sp|Q9DSN9|POLN_ABPVR Replicase polyprotein OS=Acute bee paralysis virus (strain Rothamsted) OX=1217067 GN=ORF1 PE=3 SV=1
OG0028618	sp|Q9D024|CCD47_MOUSE Coiled-coil domain-containing protein 47 OS=Mus musculus OX=10090 GN=Ccdc47 PE=1 SV=2
OG0028670	sp|Q09470|KCNA1_HUMAN Potassium voltage-gated channel subfamily A member 1 OS=Homo sapiens OX=9606 GN=KCNA1 PE=1 SV=2
OG0028705	sp|Q7Z7M1|AGRD2_HUMAN Adhesion G-protein coupled receptor D2 OS=Homo sapiens OX=9606 GN=ADGRD2 PE=2 SV=1
OG0028712	sp|Q13310|PABP4_HUMAN Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1
OG0028718	sp|O18783|PLMN_MACEU Plasminogen OS=Macropus eugenii OX=9315 GN=PLG PE=2 SV=1
OG0028724	sp|P50430|ARSB_RAT Arylsulfatase B OS=Rattus norvegicus OX=10116 GN=Arsb PE=2 SV=2
OG0028730	sp|Q9CQ79|TXND9_MOUSE Thioredoxin domain-containing protein 9 OS=Mus musculus OX=10090 GN=Txndc9 PE=1 SV=1
OG0028769	sp|Q696W0|SPEG_DANRE Striated muscle preferentially expressed protein kinase OS=Danio rerio OX=7955 GN=speg PE=2 SV=1
OG0028830	sp|Q23551|UNC22_CAEEL Twitchin OS=Caenorhabditis elegans OX=6239 GN=unc-22 PE=1 SV=3
OG0028839	sp|Q9W0T1|NU301_DROME Nucleosome-remodeling factor subunit NURF301 OS=Drosophila melanogaster OX=7227 GN=E(bx) PE=1 SV=2
OG0028844	sp|Q9I928|FUCL4_ANGJA Fucolectin-4 OS=Anguilla japonica OX=7937 PE=2 SV=1
OG0028845	sp|Q9EPT5|SO2A1_MOUSE Solute carrier organic anion transporter family member 2A1 OS=Mus musculus OX=10090 GN=Slco2a1 PE=1 SV=2
OG0028850	sp|Q9BWG6|SCNM1_HUMAN Sodium channel modifier 1 OS=Homo sapiens OX=9606 GN=SCNM1 PE=1 SV=1
OG0028856	sp|Q7Z4N2|TRPM1_HUMAN Transient receptor potential cation channel subfamily M member 1 OS=Homo sapiens OX=9606 GN=TRPM1 PE=1 SV=2
OG0028860	sp|Q5R5A3|ANT3_PONAB Antithrombin-III OS=Pongo abelii OX=9601 GN=SERPINC1 PE=2 SV=1
OG0028885	sp|P37478|WALR_BACSU Transcriptional regulatory protein WalR OS=Bacillus subtilis (strain 168) OX=224308 GN=walR PE=1 SV=1
OG0028957	sp|Q91ZX7|LRP1_MOUSE Prolow-density lipoprotein receptor-related protein 1 OS=Mus musculus OX=10090 GN=Lrp1 PE=1 SV=1
OG0028992	sp|Q7SIC1|FUCL_ANGAN Fucolectin OS=Anguilla anguilla OX=7936 PE=1 SV=1
OG0028995	sp|Q8L7S9|TRXY2_ARATH Thioredoxin Y2 chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At1g43560 PE=2 SV=1
OG0029026	sp|Q9NXS3|KLH28_HUMAN Kelch-like protein 28 OS=Homo sapiens OX=9606 GN=KLHL28 PE=2 SV=2
OG0029041	sp|Q5DTJ9|MYPN_MOUSE Myopalladin OS=Mus musculus OX=10090 GN=Mypn PE=1 SV=2
OG0029053	sp|P21902|PCE_TACTR Proclotting enzyme OS=Tachypleus tridentatus OX=6853 PE=1 SV=1
OG0029079	sp|Q8SQ23|TPA_PIG Tissue-type plasminogen activator OS=Sus scrofa OX=9823 GN=PLAT PE=2 SV=1
OG0029102	sp|P70677|CASP3_MOUSE Caspase-3 OS=Mus musculus OX=10090 GN=Casp3 PE=1 SV=1
OG0029115	sp|Q9NQ36|SCUB2_HUMAN Signal peptide CUB and EGF-like domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SCUBE2 PE=1 SV=3
OG0029163	sp|A0RM21|RL14_CAMFF 50S ribosomal protein L14 OS=Campylobacter fetus (strain 82-40) OX=360106 GN=rplN PE=3 SV=1
OG0029194	sp|Q58DA1|SPEF1_BOVIN Sperm flagellar protein 1 OS=Bos taurus OX=9913 GN=SPEF1 PE=2 SV=1
OG0029202	sp|Q9Y4B4|ARIP4_HUMAN Helicase ARIP4 OS=Homo sapiens OX=9606 GN=RAD54L2 PE=1 SV=4
OG0029219	sp|Q5PPV3|MORN3_XENLA MORN repeat-containing protein 3 OS=Xenopus laevis OX=8355 GN=morn3 PE=2 SV=1
OG0029220	sp|Q6Y5M5|PMIP_PLEDJ Mitochondrial intermediate peptidase OS=Pleurotus djamor OX=34470 GN=OCT1 PE=3 SV=1
OG0029230	sp|Q6PE18|P4K2A_DANRE Phosphatidylinositol 4-kinase type 2-alpha OS=Danio rerio OX=7955 GN=pi4k2a PE=2 SV=1
OG0029240	sp|Q5SVZ6|ZMYM1_HUMAN Zinc finger MYM-type protein 1 OS=Homo sapiens OX=9606 GN=ZMYM1 PE=1 SV=1
OG0029250	sp|Q9UL36|ZN236_HUMAN Zinc finger protein 236 OS=Homo sapiens OX=9606 GN=ZNF236 PE=2 SV=2
OG0029259	sp|Q8VHX6|FLNC_MOUSE Filamin-C OS=Mus musculus OX=10090 GN=Flnc PE=1 SV=3
OG0029260	sp|A2A4P0|DHX8_MOUSE ATP-dependent RNA helicase DHX8 OS=Mus musculus OX=10090 GN=Dhx8 PE=2 SV=1
OG0029300	sp|P04323|POL3_DROME Retrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster OX=7227 GN=pol PE=3 SV=1
OG0029302	sp|O94925|GLSK_HUMAN Glutaminase kidney isoform mitochondrial OS=Homo sapiens OX=9606 GN=GLS PE=1 SV=1
OG0029308	sp|P09733|TBA1_YEAST Tubulin alpha-1 chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TUB1 PE=1 SV=2
OG0029361	sp|Q6DFW4|NOP58_MOUSE Nucleolar protein 58 OS=Mus musculus OX=10090 GN=Nop58 PE=1 SV=1
OG0029365	sp|Q8A4N6|PNP_BACTN Polyribonucleotide nucleotidyltransferase OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079
OG0029409	sp|P13418|POLS_CRPVC Structural polyprotein OS=Cricket paralysis virus (isolate Teleogryllus commodus/Australia/CrPVVIC/1968) OX=928300 PE=1 SV=2
OG0029472	sp|F8W2M1|HACE1_DANRE E3 ubiquitin-protein ligase HACE1 OS=Danio rerio OX=7955 GN=hace1 PE=3 SV=2
OG0029481	sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2
OG0029527	sp|O54838|DUS5_RAT Dual specificity protein phosphatase 5 OS=Rattus norvegicus OX=10116 GN=Dusp5 PE=2 SV=1
OG0029563	sp|B3EWZ3|CADN_ACRMI Coadhesin (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1
OG0029565	sp|P37879|SYK_CRIGR Lysine--tRNA ligase OS=Cricetulus griseus OX=10029 GN=KARS PE=1 SV=1
OG0029572	sp|O96005|CLPT1_HUMAN Cleft lip and palate transmembrane protein 1 OS=Homo sapiens OX=9606 GN=CLPTM1 PE=1 SV=1
OG0029581	sp|Q40642|CML1_ORYSI Calmodulin-like protein 1 OS=Oryza sativa subsp. indica OX=39946 GN=CML1 PE=1 SV=1
OG0029597	sp|A0JMG1|SPOLB_DANRE Speckle-type POZ protein-like B OS=Danio rerio OX=7955 GN=spoplb PE=2 SV=2
OG0029633	sp|Q8CHI9|CHSTF_RAT Carbohydrate sulfotransferase 15 OS=Rattus norvegicus OX=10116 GN=Chst15 PE=2 SV=1
OG0029662	sp|Q8CHI9|CHSTF_RAT Carbohydrate sulfotransferase 15 OS=Rattus norvegicus OX=10116 GN=Chst15 PE=2 SV=1
OG0029669	sp|Q862Z5|CYTB_MACFU Cystatin-B OS=Macaca fuscata OX=9543 GN=CSTB PE=3 SV=1
OG0029679	sp|P04464|CALM_WHEAT Calmodulin OS=Triticum aestivum OX=4565 PE=1 SV=3
OG0029684	sp|Q5ZLA5|EIF3E_CHICK Eukaryotic translation initiation factor 3 subunit E OS=Gallus gallus OX=9031 GN=EIF3E PE=2 SV=1
OG0029804	sp|Q86YT6|MIB1_HUMAN E3 ubiquitin-protein ligase MIB1 OS=Homo sapiens OX=9606 GN=MIB1 PE=1 SV=1
OG0029835	sp|O00217|NDUS8_HUMAN NADH dehydrogenase
OG0029836	sp|Q8WTM6|ARPC2_CAEEL Probable actin-related protein 2/3 complex subunit 2 OS=Caenorhabditis elegans OX=6239 GN=arx-4 PE=3 SV=1
OG0029875	sp|Q05737|YPTM2_MAIZE GTP-binding protein YPTM2 OS=Zea mays OX=4577 GN=YPTM2 PE=2 SV=1
OG0029913	sp|Q5NVM9|HSP7C_PONAB Heat shock cognate 71 kDa protein OS=Pongo abelii OX=9601 GN=HSPA8 PE=2 SV=2
OG0029915	sp|Q95LI3|ZFY_BOVIN Zinc finger Y-chromosomal protein OS=Bos taurus OX=9913 GN=ZFY PE=2 SV=1
OG0029923	sp|Q03720|SLO_DROME Calcium-activated potassium channel slowpoke OS=Drosophila melanogaster OX=7227 GN=slo PE=1 SV=3
OG0029927	sp|Q5FWN8|DNJ6A_XENLA DnaJ homolog subfamily B member 6-A OS=Xenopus laevis OX=8355 GN=dnajb6-a PE=2 SV=1
OG0029952	sp|Q6P8G1|ILF2_XENTR Interleukin enhancer-binding factor 2 homolog OS=Xenopus tropicalis OX=8364 GN=ilf2 PE=2 SV=1
OG0029974	sp|Q9NUQ8|ABCF3_HUMAN ATP-binding cassette sub-family F member 3 OS=Homo sapiens OX=9606 GN=ABCF3 PE=1 SV=2
OG0030008	sp|Q54YZ9|DHKJ_DICDI Hybrid signal transduction histidine kinase J OS=Dictyostelium discoideum OX=44689 GN=dhkJ PE=3 SV=2
OG0030048	sp|Q54HZ7|RACM_DICDI Rho-related protein racM OS=Dictyostelium discoideum OX=44689 GN=racM PE=3 SV=2
OG0030071	sp|B3EWZ3|CADN_ACRMI Coadhesin (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1
OG0030077	sp|P35446|SPON1_RAT Spondin-1 OS=Rattus norvegicus OX=10116 GN=Spon1 PE=1 SV=1
